Link Name,Average Travel Time (s),Standard Dev,Time,,
CAJT_GHB1426_SR3_SR2,62.50,4.95,12:45,,
CAJT_GHB1426_SR3_SR2,61.00,4.16,12:50,,
CAJT_GHB1426_SR3_SR2,61.00,2.83,12:55,,
CAJT_GHB1426_SR3_SR2,60.50,7.78,13:00,,
CAJT_GHB1426_SR3_SR2,59.00,2.83,13:05,,
CAJT_GHB1426_SR3_SR2,57.75,3.59,13:10,,
CAJT_GHB1426_SR3_SR2,55.50,2.12,13:15,,
CAJT_GHB1426_SR3_SR2,57.00,2.83,13:20,,
CAJT_GHB1426_SR3_SR2,61.00,2.83,13:25,,
CAJT_GHB1426_SR3_SR2,61.25,3.30,13:30,,
CAJT_GHB1426_SR3_SR2,59.00,2.83,13:35,,
CAJT_GHB1426_SR3_SR2,77.00,22.63,13:40,,
CAJT_GHB1426_SR3_SR2,70.00,8.49,13:45,,
CAJT_GHB1426_SR3_SR2,63.00,3.74,13:50,,
CAJT_GHB1426_SR3_SR2,61.50,4.95,13:55,,
CAJT_GHB1426_SR3_SR2,60.50,2.12,14:00,,
CAJT_GHB1426_SR3_SR2,64.00,5.66,14:05,,
CAJT_GHB1426_SR3_SR2,61.50,2.08,14:10,,
CAJT_GHB1426_SR3_SR2,60.50,0.71,14:15,,
CAJT_GHB1426_SR3_SR2,61.50,2.12,14:20,,
CAJT_GHB1426_SR3_SR2,61.00,0.00,14:25,,
CAJT_GHB1426_SR3_SR2,60.75,2.87,14:30,,
CAJT_GHB1426_SR3_SR2,57.00,0.00,14:35,,
CAJT_GHB1426_SR3_SR2,57.50,0.71,14:40,,
CAJT_GHB1426_SR3_SR2,60.00,2.83,14:45,,
CAJT_GHB1426_SR3_SR2,60.25,0.96,14:50,,
CAJT_GHB1426_SR3_SR2,65.00,8.49,14:55,,
CAJT_GHB1426_SR3_SR2,61.00,4.24,15:00,,
CAJT_GHB1426_SR3_SR2,63.00,4.24,15:05,,
CAJT_GHB1426_SR3_SR2,64.75,6.40,15:10,,
CAJT_GHB1426_SR3_SR2,60.00,0.00,15:15,,
CAJT_GHB1426_SR3_SR2,63.00,7.07,15:20,,
CAJT_GHB1426_SR3_SR2,61.50,0.71,15:25,,
CAJT_GHB1426_SR3_SR2,64.00,3.92,15:30,,
CAJT_GHB1426_SR3_SR2,63.00,0.00,15:35,,
CAJT_GHB1426_SR3_SR2,59.50,2.12,15:40,,
CAJT_GHB1426_SR3_SR2,57.00,2.83,15:45,,
CAJT_GHB1426_SR3_SR2,57.00,2.45,15:50,,
CAJT_GHB1426_SR3_SR2,54.50,0.71,15:55,,
CAJT_GHB1426_SR3_SR2,57.00,0.00,16:00,,
CAJT_GHB1426_SR3_SR2,57.50,0.71,16:05,,
CAJT_GHB1426_SR3_SR2,61.00,2.16,16:10,,
CAJT_GHB1426_SR3_SR2,66.50,3.54,16:15,,
CAJT_GHB1426_SR3_SR2,60.50,2.12,16:20,,
CAJT_GHB1426_SR3_SR2,56.50,0.71,16:25,,
CAJT_GHB1426_SR3_SR2,60.50,4.65,16:30,,
CAJT_GHB1426_SR3_SR2,62.50,0.71,16:35,,
CAJT_GHB1426_SR3_SR2,61.50,4.95,16:40,,
CAJT_GHB1426_SR3_SR2,67.00,4.24,16:45,,
CAJT_GHB1426_SR3_SR2,64.75,5.19,16:50,,
CAJT_GHB1426_SR3_SR2,63.00,2.83,16:55,,
CAJT_GHB1426_SR3_SR2,67.50,7.78,17:00,,
CAJT_GHB1426_SR3_SR2,61.00,11.31,17:05,,
CAJT_GHB1426_SR3_SR2,60.75,2.75,17:10,,
CAJT_GHB1426_SR3_SR2,63.00,1.41,17:15,,
CAJT_GHB1426_SR3_SR2,67.00,1.41,17:20,,
CAJT_GHB1426_SR3_SR2,64.00,0.00,17:25,,
CAJT_GHB1426_SR3_SR2,64.75,4.03,17:30,,
CAJT_GHB1426_SR3_SR2,64.00,0.00,17:35,,
CAJT_GHB1426_SR3_SR2,63.00,2.83,17:40,,
CAJT_GHB1426_SR3_SR2,61.00,1.41,17:45,,
CAJT_GHB1426_SR3_SR2,63.50,1.29,17:50,,
CAJT_GHB1426_SR3_SR2,63.00,2.83,17:55,,
CAJT_GHB1426_SR3_SR2,65.00,5.66,18:00,,
CAJT_GHB1426_SR3_SR2,62.50,3.54,18:05,,
CAJT_GHB1426_SR3_SR2,63.75,3.77,18:10,,
CAJT_GHB1426_SR3_SR2,60.00,2.83,18:15,,
CAJT_GHB1426_SR3_SR2,62.00,2.83,18:20,,
CAJT_GHB1426_SR3_SR2,63.50,16.26,18:25,,
CAJT_GHB1426_SR3_SR2,71.50,5.97,18:30,,
CAJT_GHB1426_SR3_SR2,70.50,0.71,18:35,,
CAJT_GHB1426_SR3_SR2,69.50,9.19,18:40,,
CAJT_GHB1426_SR3_SR2,66.50,7.78,18:45,,
CAJT_GHB1426_SR3_SR2,62.50,3.70,18:50,,
CAJT_GHB1426_SR3_SR2,66.00,9.90,18:55,,
CAJT_GHB1426_SR3_SR2,63.50,6.36,19:00,,
CAJT_GHB1426_SR3_SR2,61.00,1.41,19:05,,
CAJT_GHB1426_SR3_SR2,55.75,4.35,19:10,,
CAJT_GHB1426_SR3_SR2,57.50,3.54,19:15,,
CAJT_GHB1426_SR3_SR2,62.50,10.61,19:20,,
CAJT_GHB1426_SR3_SR2,63.00,1.41,19:25,,
CAJT_GHB1426_SR3_SR2,64.25,6.08,19:30,,
CAJT_GHB1426_SR3_SR2,63.00,4.24,19:35,,
CAJT_GHB1426_SR3_SR2,69.50,6.36,19:40,,
CAJT_GHB1426_SR3_SR2,65.50,0.71,19:45,,
CAJT_GHB1426_SR3_SR2,67.75,1.71,19:50,,
CAJT_GHB1426_SR3_SR2,62.50,6.36,19:55,,
CAJT_GHB1426_SR3_SR2,56.00,0.00,20:00,,
CAJT_GHB1426_SR3_SR2,58.50,6.36,20:05,,
CAJT_GHB1426_SR3_SR2,56.25,9.91,20:10,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,20:15,,
CAJT_GHB1426_SR3_SR2,53.50,12.02,20:20,,
CAJT_GHB1426_SR3_SR2,66.00,2.83,20:25,,
CAJT_GHB1426_SR3_SR2,58.75,6.40,20:30,,
CAJT_GHB1426_SR3_SR2,61.00,5.66,20:35,,
CAJT_GHB1426_SR3_SR2,53.00,2.83,20:40,,
CAJT_GHB1426_SR3_SR2,47.50,3.54,20:45,,
CAJT_GHB1426_SR3_SR2,66.00,12.49,20:50,,
CAJT_GHB1426_SR3_SR2,61.50,12.02,20:55,,
CAJT_GHB1426_SR3_SR2,75.00,2.83,21:00,,
CAJT_GHB1426_SR3_SR2,60.00,1.41,21:05,,
CAJT_GHB1426_SR3_SR2,51.00,4.55,21:10,,
CAJT_GHB1426_SR3_SR2,55.50,12.02,21:15,,
CAJT_GHB1426_SR3_SR2,58.00,16.97,21:20,,
CAJT_GHB1426_SR3_SR2,51.00,8.49,21:25,,
CAJT_GHB1426_SR3_SR2,57.75,8.62,21:30,,
CAJT_GHB1426_SR3_SR2,66.00,21.21,21:35,,
CAJT_GHB1426_SR3_SR2,58.50,6.36,21:40,,
CAJT_GHB1426_SR3_SR2,61.50,17.68,21:45,,
CAJT_GHB1426_SR3_SR2,73.75,36.82,21:50,,
CAJT_GHB1426_SR3_SR2,69.50,2.12,21:55,,
CAJT_GHB1426_SR3_SR2,57.00,1.41,22:00,,
CAJT_GHB1426_SR3_SR2,55.50,6.36,22:05,,
CAJT_GHB1426_SR3_SR2,52.00,5.72,22:10,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,22:15,,
CAJT_GHB1426_SR3_SR2,55.50,14.85,22:20,,
CAJT_GHB1426_SR3_SR2,61.00,8.49,22:25,,
CAJT_GHB1426_SR3_SR2,54.50,7.42,22:30,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,22:35,,
CAJT_GHB1426_SR3_SR2,54.00,12.73,22:40,,
CAJT_GHB1426_SR3_SR2,62.00,11.31,22:45,,
CAJT_GHB1426_SR3_SR2,59.50,7.59,22:50,,
CAJT_GHB1426_SR3_SR2,55.50,14.85,22:55,,
CAJT_GHB1426_SR3_SR2,50.00,7.07,23:00,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,23:05,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,23:10,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,23:15,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,23:20,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,23:25,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,23:30,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,23:35,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,23:40,,
CAJT_GHB1426_SR3_SR2,45.00,0.00,23:45,,
CAJT_GHB1426_SR3_SR2,46.25,2.50,23:50,,
CAJT_GHB1426_SR3_SR2,50.50,7.78,23:55,,
,,,CAJT_GHB601_BR1_LHR2:,,
CAJT_GHB601_BR1_LHR2,115.95,24.90,00:00,,
CAJT_GHB601_BR1_LHR2,110.17,21.45,00:05,,
CAJT_GHB601_BR1_LHR2,103.28,17.37,00:10,,
CAJT_GHB601_BR1_LHR2,103.55,14.78,00:15,,
CAJT_GHB601_BR1_LHR2,101.52,8.72,00:20,,
CAJT_GHB601_BR1_LHR2,101.22,6.89,00:25,,
CAJT_GHB601_BR1_LHR2,100.00,6.52,00:30,,
CAJT_GHB601_BR1_LHR2,101.73,14.03,00:35,,
CAJT_GHB601_BR1_LHR2,106.05,16.43,00:40,,
CAJT_GHB601_BR1_LHR2,101.44,6.78,00:45,,
CAJT_GHB601_BR1_LHR2,103.78,15.02,00:50,,
CAJT_GHB601_BR1_LHR2,105.00,18.21,00:55,,
CAJT_GHB601_BR1_LHR2,99.71,10.29,01:00,,
CAJT_GHB601_BR1_LHR2,97.33,1.14,01:05,,
CAJT_GHB601_BR1_LHR2,100.33,14.71,01:10,,
CAJT_GHB601_BR1_LHR2,99.12,5.70,01:15,,
CAJT_GHB601_BR1_LHR2,101.00,9.43,01:20,,
CAJT_GHB601_BR1_LHR2,99.39,4.90,01:25,,
CAJT_GHB601_BR1_LHR2,99.06,2.46,01:30,,
CAJT_GHB601_BR1_LHR2,99.00,3.65,01:35,,
CAJT_GHB601_BR1_LHR2,98.45,2.46,01:40,,
CAJT_GHB601_BR1_LHR2,98.61,1.88,01:45,,
CAJT_GHB601_BR1_LHR2,100.61,7.89,01:50,,
CAJT_GHB601_BR1_LHR2,102.24,12.04,01:55,,
CAJT_GHB601_BR1_LHR2,101.33,12.78,02:00,,
CAJT_GHB601_BR1_LHR2,99.17,6.74,02:05,,
CAJT_GHB601_BR1_LHR2,97.67,0.69,02:10,,
CAJT_GHB601_BR1_LHR2,97.88,1.04,02:15,,
CAJT_GHB601_BR1_LHR2,98.23,2.27,02:20,,
CAJT_GHB601_BR1_LHR2,102.61,18.10,02:25,,
CAJT_GHB601_BR1_LHR2,100.17,8.95,02:30,,
CAJT_GHB601_BR1_LHR2,98.73,4.31,02:35,,
CAJT_GHB601_BR1_LHR2,103.96,20.69,02:40,,
CAJT_GHB601_BR1_LHR2,102.28,11.68,02:45,,
CAJT_GHB601_BR1_LHR2,98.22,1.17,02:50,,
CAJT_GHB601_BR1_LHR2,97.70,0.68,02:55,,
CAJT_GHB601_BR1_LHR2,98.05,1.02,03:00,,
CAJT_GHB601_BR1_LHR2,98.06,1.11,03:05,,
CAJT_GHB601_BR1_LHR2,97.67,1.53,03:10,,
CAJT_GHB601_BR1_LHR2,97.64,1.52,03:15,,
CAJT_GHB601_BR1_LHR2,97.76,1.58,03:20,,
CAJT_GHB601_BR1_LHR2,97.67,1.53,03:25,,
CAJT_GHB601_BR1_LHR2,97.67,1.53,03:30,,
CAJT_GHB601_BR1_LHR2,97.34,3.25,03:35,,
CAJT_GHB601_BR1_LHR2,97.41,1.82,03:40,,
CAJT_GHB601_BR1_LHR2,97.39,1.29,03:45,,
CAJT_GHB601_BR1_LHR2,97.50,0.92,03:50,,
CAJT_GHB601_BR1_LHR2,97.67,0.69,03:55,,
CAJT_GHB601_BR1_LHR2,98.71,1.38,04:00,,
CAJT_GHB601_BR1_LHR2,98.44,2.31,04:05,,
CAJT_GHB601_BR1_LHR2,98.78,1.31,04:10,,
CAJT_GHB601_BR1_LHR2,99.44,0.50,04:15,,
CAJT_GHB601_BR1_LHR2,100.09,0.68,04:20,,
CAJT_GHB601_BR1_LHR2,100.78,1.17,04:25,,
CAJT_GHB601_BR1_LHR2,100.72,1.13,04:30,,
CAJT_GHB601_BR1_LHR2,100.61,0.97,04:35,,
CAJT_GHB601_BR1_LHR2,101.10,1.73,04:40,,
CAJT_GHB601_BR1_LHR2,102.22,7.39,04:45,,
CAJT_GHB601_BR1_LHR2,101.78,3.92,04:50,,
CAJT_GHB601_BR1_LHR2,101.09,2.29,04:55,,
CAJT_GHB601_BR1_LHR2,100.64,1.87,05:00,,
CAJT_GHB601_BR1_LHR2,101.67,2.17,05:05,,
CAJT_GHB601_BR1_LHR2,101.72,2.24,05:10,,
CAJT_GHB601_BR1_LHR2,103.94,6.09,05:15,,
CAJT_GHB601_BR1_LHR2,102.25,2.81,05:20,,
CAJT_GHB601_BR1_LHR2,103.61,3.96,05:25,,
CAJT_GHB601_BR1_LHR2,105.61,14.52,05:30,,
CAJT_GHB601_BR1_LHR2,111.71,20.11,05:35,,
CAJT_GHB601_BR1_LHR2,111.65,15.02,05:40,,
CAJT_GHB601_BR1_LHR2,111.44,20.41,05:45,,
CAJT_GHB601_BR1_LHR2,112.72,18.35,05:50,,
CAJT_GHB601_BR1_LHR2,106.91,16.30,05:55,,
CAJT_GHB601_BR1_LHR2,109.77,11.73,06:00,,
CAJT_GHB601_BR1_LHR2,106.83,7.64,06:05,,
CAJT_GHB601_BR1_LHR2,107.11,6.31,06:10,,
CAJT_GHB601_BR1_LHR2,106.03,7.53,06:15,,
CAJT_GHB601_BR1_LHR2,111.55,21.43,06:20,,
CAJT_GHB601_BR1_LHR2,111.24,14.02,06:25,,
CAJT_GHB601_BR1_LHR2,113.53,13.51,06:30,,
CAJT_GHB601_BR1_LHR2,114.03,11.04,06:35,,
CAJT_GHB601_BR1_LHR2,116.00,17.93,06:40,,
CAJT_GHB601_BR1_LHR2,118.24,23.12,06:45,,
CAJT_GHB601_BR1_LHR2,115.00,19.56,06:50,,
CAJT_GHB601_BR1_LHR2,118.90,20.01,06:55,,
CAJT_GHB601_BR1_LHR2,115.41,12.63,07:00,,
CAJT_GHB601_BR1_LHR2,112.82,17.55,07:05,,
CAJT_GHB601_BR1_LHR2,113.94,12.21,07:10,,
CAJT_GHB601_BR1_LHR2,112.83,12.56,07:15,,
CAJT_GHB601_BR1_LHR2,119.82,14.75,07:20,,
CAJT_GHB601_BR1_LHR2,117.94,11.81,07:25,,
CAJT_GHB601_BR1_LHR2,114.94,10.04,07:30,,
CAJT_GHB601_BR1_LHR2,117.84,15.47,07:35,,
CAJT_GHB601_BR1_LHR2,124.05,27.15,07:40,,
CAJT_GHB601_BR1_LHR2,131.65,28.79,07:45,,
CAJT_GHB601_BR1_LHR2,126.29,23.27,07:50,,
CAJT_GHB601_BR1_LHR2,122.27,20.63,07:55,,
CAJT_GHB601_BR1_LHR2,116.90,15.97,08:00,,
CAJT_GHB601_BR1_LHR2,123.35,31.26,08:05,,
CAJT_GHB601_BR1_LHR2,128.12,25.52,08:10,,
CAJT_GHB601_BR1_LHR2,127.94,15.77,08:15,,
CAJT_GHB601_BR1_LHR2,123.25,22.66,08:20,,
CAJT_GHB601_BR1_LHR2,130.00,32.89,08:25,,
CAJT_GHB601_BR1_LHR2,127.82,22.00,08:30,,
CAJT_GHB601_BR1_LHR2,132.66,26.47,08:35,,
CAJT_GHB601_BR1_LHR2,131.84,20.40,08:40,,
CAJT_GHB601_BR1_LHR2,130.00,29.50,08:45,,
CAJT_GHB601_BR1_LHR2,129.41,27.29,08:50,,
CAJT_GHB601_BR1_LHR2,131.94,25.70,08:55,,
CAJT_GHB601_BR1_LHR2,137.55,29.03,09:00,,
CAJT_GHB601_BR1_LHR2,148.71,70.41,09:05,,
CAJT_GHB601_BR1_LHR2,149.71,43.79,09:10,,
CAJT_GHB601_BR1_LHR2,140.87,26.88,09:15,,
CAJT_GHB601_BR1_LHR2,134.20,21.29,09:20,,
CAJT_GHB601_BR1_LHR2,134.00,20.69,09:25,,
CAJT_GHB601_BR1_LHR2,141.76,31.20,09:30,,
CAJT_GHB601_BR1_LHR2,142.50,22.55,09:35,,
CAJT_GHB601_BR1_LHR2,140.84,19.50,09:40,,
CAJT_GHB601_BR1_LHR2,141.00,33.11,09:45,,
CAJT_GHB601_BR1_LHR2,142.78,27.00,09:50,,
CAJT_GHB601_BR1_LHR2,150.91,39.81,09:55,,
CAJT_GHB601_BR1_LHR2,152.57,44.98,10:00,,
CAJT_GHB601_BR1_LHR2,150.44,37.37,10:05,,
CAJT_GHB601_BR1_LHR2,154.94,39.81,10:10,,
CAJT_GHB601_BR1_LHR2,153.48,36.85,10:15,,
CAJT_GHB601_BR1_LHR2,157.62,43.44,10:20,,
CAJT_GHB601_BR1_LHR2,157.67,40.82,10:25,,
CAJT_GHB601_BR1_LHR2,157.83,38.63,10:30,,
CAJT_GHB601_BR1_LHR2,160.67,38.05,10:35,,
CAJT_GHB601_BR1_LHR2,158.29,44.49,10:40,,
CAJT_GHB601_BR1_LHR2,158.00,38.75,10:45,,
CAJT_GHB601_BR1_LHR2,155.33,34.19,10:50,,
CAJT_GHB601_BR1_LHR2,163.71,48.65,10:55,,
CAJT_GHB601_BR1_LHR2,157.91,39.62,11:00,,
CAJT_GHB601_BR1_LHR2,159.06,38.54,11:05,,
CAJT_GHB601_BR1_LHR2,162.28,45.67,11:10,,
CAJT_GHB601_BR1_LHR2,150.50,31.71,11:15,,
CAJT_GHB601_BR1_LHR2,152.55,29.97,11:20,,
CAJT_GHB601_BR1_LHR2,153.72,27.96,11:25,,
CAJT_GHB601_BR1_LHR2,156.11,27.82,11:30,,
CAJT_GHB601_BR1_LHR2,173.20,43.34,11:35,,
CAJT_GHB601_BR1_LHR2,169.04,43.18,11:40,,
CAJT_GHB601_BR1_LHR2,167.50,42.61,11:45,,
CAJT_GHB601_BR1_LHR2,179.22,56.14,11:50,,
CAJT_GHB601_BR1_LHR2,174.66,46.94,11:55,,
CAJT_GHB601_BR1_LHR2,167.68,42.88,12:00,,
CAJT_GHB601_BR1_LHR2,183.06,64.33,12:05,,
CAJT_GHB601_BR1_LHR2,183.78,63.59,12:10,,
CAJT_GHB601_BR1_LHR2,185.68,58.37,12:15,,
CAJT_GHB601_BR1_LHR2,188.65,66.45,12:20,,
CAJT_GHB601_BR1_LHR2,188.33,72.57,12:25,,
CAJT_GHB601_BR1_LHR2,186.67,71.28,12:30,,
CAJT_GHB601_BR1_LHR2,188.03,62.74,12:35,,
CAJT_GHB601_BR1_LHR2,167.48,51.17,12:40,,
CAJT_GHB601_BR1_LHR2,176.61,58.00,12:45,,
CAJT_GHB601_BR1_LHR2,191.61,63.83,12:50,,
CAJT_GHB601_BR1_LHR2,192.71,63.38,12:55,,
CAJT_GHB601_BR1_LHR2,177.48,65.33,13:00,,
CAJT_GHB601_BR1_LHR2,181.89,63.32,13:05,,
CAJT_GHB601_BR1_LHR2,183.28,63.79,13:10,,
CAJT_GHB601_BR1_LHR2,196.15,77.44,13:15,,
CAJT_GHB601_BR1_LHR2,184.43,68.12,13:20,,
CAJT_GHB601_BR1_LHR2,176.06,64.03,13:25,,
CAJT_GHB601_BR1_LHR2,173.50,54.53,13:30,,
CAJT_GHB601_BR1_LHR2,186.82,60.58,13:35,,
CAJT_GHB601_BR1_LHR2,170.14,43.35,13:40,,
CAJT_GHB601_BR1_LHR2,177.67,53.26,13:45,,
CAJT_GHB601_BR1_LHR2,175.50,47.85,13:50,,
CAJT_GHB601_BR1_LHR2,170.61,44.53,13:55,,
CAJT_GHB601_BR1_LHR2,161.38,35.78,14:00,,
CAJT_GHB601_BR1_LHR2,171.00,49.47,14:05,,
CAJT_GHB601_BR1_LHR2,163.94,34.57,14:10,,
CAJT_GHB601_BR1_LHR2,159.44,35.27,14:15,,
CAJT_GHB601_BR1_LHR2,161.68,31.40,14:20,,
CAJT_GHB601_BR1_LHR2,163.39,40.91,14:25,,
CAJT_GHB601_BR1_LHR2,166.28,40.58,14:30,,
CAJT_GHB601_BR1_LHR2,156.44,34.87,14:35,,
CAJT_GHB601_BR1_LHR2,163.86,39.51,14:40,,
CAJT_GHB601_BR1_LHR2,156.33,33.45,14:45,,
CAJT_GHB601_BR1_LHR2,157.83,37.20,14:50,,
CAJT_GHB601_BR1_LHR2,159.97,32.35,14:55,,
CAJT_GHB601_BR1_LHR2,155.95,39.23,15:00,,
CAJT_GHB601_BR1_LHR2,160.56,47.68,15:05,,
CAJT_GHB601_BR1_LHR2,156.00,40.06,15:10,,
CAJT_GHB601_BR1_LHR2,154.27,28.89,15:15,,
CAJT_GHB601_BR1_LHR2,162.86,42.52,15:20,,
CAJT_GHB601_BR1_LHR2,156.67,36.46,15:25,,
CAJT_GHB601_BR1_LHR2,158.89,48.17,15:30,,
CAJT_GHB601_BR1_LHR2,158.24,41.22,15:35,,
CAJT_GHB601_BR1_LHR2,162.29,44.83,15:40,,
CAJT_GHB601_BR1_LHR2,163.83,47.61,15:45,,
CAJT_GHB601_BR1_LHR2,165.61,41.08,15:50,,
CAJT_GHB601_BR1_LHR2,164.87,41.04,15:55,,
CAJT_GHB601_BR1_LHR2,163.13,44.73,16:00,,
CAJT_GHB601_BR1_LHR2,161.89,44.76,16:05,,
CAJT_GHB601_BR1_LHR2,159.39,37.75,16:10,,
CAJT_GHB601_BR1_LHR2,159.55,32.43,16:15,,
CAJT_GHB601_BR1_LHR2,157.33,30.08,16:20,,
CAJT_GHB601_BR1_LHR2,151.06,22.42,16:25,,
CAJT_GHB601_BR1_LHR2,146.06,17.49,16:30,,
CAJT_GHB601_BR1_LHR2,154.76,25.57,16:35,,
CAJT_GHB601_BR1_LHR2,156.85,32.59,16:40,,
CAJT_GHB601_BR1_LHR2,153.39,34.15,16:45,,
CAJT_GHB601_BR1_LHR2,158.94,41.86,16:50,,
CAJT_GHB601_BR1_LHR2,148.69,28.18,16:55,,
CAJT_GHB601_BR1_LHR2,142.12,17.23,17:00,,
CAJT_GHB601_BR1_LHR2,151.61,24.68,17:05,,
CAJT_GHB601_BR1_LHR2,159.61,32.08,17:10,,
CAJT_GHB601_BR1_LHR2,149.68,26.84,17:15,,
CAJT_GHB601_BR1_LHR2,154.95,36.94,17:20,,
CAJT_GHB601_BR1_LHR2,149.11,30.15,17:25,,
CAJT_GHB601_BR1_LHR2,151.33,39.87,17:30,,
CAJT_GHB601_BR1_LHR2,146.58,37.64,17:35,,
CAJT_GHB601_BR1_LHR2,156.52,35.48,17:40,,
CAJT_GHB601_BR1_LHR2,153.61,34.52,17:45,,
CAJT_GHB601_BR1_LHR2,153.56,36.70,17:50,,
CAJT_GHB601_BR1_LHR2,148.63,31.02,17:55,,
CAJT_GHB601_BR1_LHR2,145.64,27.77,18:00,,
CAJT_GHB601_BR1_LHR2,139.17,23.44,18:05,,
CAJT_GHB601_BR1_LHR2,156.06,35.80,18:10,,
CAJT_GHB601_BR1_LHR2,147.26,30.01,18:15,,
CAJT_GHB601_BR1_LHR2,139.48,28.29,18:20,,
CAJT_GHB601_BR1_LHR2,143.28,37.25,18:25,,
CAJT_GHB601_BR1_LHR2,140.44,28.69,18:30,,
CAJT_GHB601_BR1_LHR2,142.89,37.86,18:35,,
CAJT_GHB601_BR1_LHR2,151.04,34.68,18:40,,
CAJT_GHB601_BR1_LHR2,145.78,41.51,18:45,,
CAJT_GHB601_BR1_LHR2,140.17,36.65,18:50,,
CAJT_GHB601_BR1_LHR2,144.85,32.86,18:55,,
CAJT_GHB601_BR1_LHR2,140.86,25.02,19:00,,
CAJT_GHB601_BR1_LHR2,139.11,42.24,19:05,,
CAJT_GHB601_BR1_LHR2,143.22,32.21,19:10,,
CAJT_GHB601_BR1_LHR2,147.16,32.75,19:15,,
CAJT_GHB601_BR1_LHR2,134.65,23.76,19:20,,
CAJT_GHB601_BR1_LHR2,143.67,32.24,19:25,,
CAJT_GHB601_BR1_LHR2,140.17,22.62,19:30,,
CAJT_GHB601_BR1_LHR2,139.85,38.86,19:35,,
CAJT_GHB601_BR1_LHR2,130.50,30.44,19:40,,
CAJT_GHB601_BR1_LHR2,128.00,24.05,19:45,,
CAJT_GHB601_BR1_LHR2,123.53,23.81,19:50,,
CAJT_GHB601_BR1_LHR2,132.55,25.12,19:55,,
CAJT_GHB601_BR1_LHR2,134.42,25.43,20:00,,
CAJT_GHB601_BR1_LHR2,129.47,25.50,20:05,,
CAJT_GHB601_BR1_LHR2,144.26,33.00,20:10,,
CAJT_GHB601_BR1_LHR2,128.50,24.60,20:15,,
CAJT_GHB601_BR1_LHR2,130.19,28.82,20:20,,
CAJT_GHB601_BR1_LHR2,130.05,26.19,20:25,,
CAJT_GHB601_BR1_LHR2,126.89,15.21,20:30,,
CAJT_GHB601_BR1_LHR2,117.21,16.22,20:35,,
CAJT_GHB601_BR1_LHR2,115.83,11.16,20:40,,
CAJT_GHB601_BR1_LHR2,119.21,20.88,20:45,,
CAJT_GHB601_BR1_LHR2,134.79,66.02,20:50,,
CAJT_GHB601_BR1_LHR2,117.18,25.92,20:55,,
CAJT_GHB601_BR1_LHR2,120.70,26.16,21:00,,
CAJT_GHB601_BR1_LHR2,121.26,26.23,21:05,,
CAJT_GHB601_BR1_LHR2,139.53,27.72,21:10,,
CAJT_GHB601_BR1_LHR2,128.38,20.58,21:15,,
CAJT_GHB601_BR1_LHR2,116.61,18.94,21:20,,
CAJT_GHB601_BR1_LHR2,117.63,19.19,21:25,,
CAJT_GHB601_BR1_LHR2,114.21,12.03,21:30,,
CAJT_GHB601_BR1_LHR2,116.94,20.92,21:35,,
CAJT_GHB601_BR1_LHR2,121.17,17.83,21:40,,
CAJT_GHB601_BR1_LHR2,123.63,25.96,21:45,,
CAJT_GHB601_BR1_LHR2,117.11,20.12,21:50,,
CAJT_GHB601_BR1_LHR2,112.97,12.34,21:55,,
CAJT_GHB601_BR1_LHR2,111.40,14.35,22:00,,
CAJT_GHB601_BR1_LHR2,112.84,18.13,22:05,,
CAJT_GHB601_BR1_LHR2,122.05,23.41,22:10,,
CAJT_GHB601_BR1_LHR2,115.50,20.24,22:15,,
CAJT_GHB601_BR1_LHR2,112.78,16.56,22:20,,
CAJT_GHB601_BR1_LHR2,112.16,11.15,22:25,,
CAJT_GHB601_BR1_LHR2,117.32,19.19,22:30,,
CAJT_GHB601_BR1_LHR2,110.39,12.54,22:35,,
CAJT_GHB601_BR1_LHR2,128.48,32.58,22:40,,
CAJT_GHB601_BR1_LHR2,118.95,20.49,22:45,,
CAJT_GHB601_BR1_LHR2,107.11,13.51,22:50,,
CAJT_GHB601_BR1_LHR2,107.50,11.85,22:55,,
CAJT_GHB601_BR1_LHR2,104.91,6.22,23:00,,
CAJT_GHB601_BR1_LHR2,102.68,5.58,23:05,,
CAJT_GHB601_BR1_LHR2,109.63,12.60,23:10,,
CAJT_GHB601_BR1_LHR2,109.46,27.16,23:15,,
CAJT_GHB601_BR1_LHR2,110.41,27.15,23:20,,
CAJT_GHB601_BR1_LHR2,110.89,17.20,23:25,,
CAJT_GHB601_BR1_LHR2,106.42,9.92,23:30,,
CAJT_GHB601_BR1_LHR2,108.48,21.60,23:35,,
CAJT_GHB601_BR1_LHR2,104.75,10.29,23:40,,
CAJT_GHB601_BR1_LHR2,104.68,10.11,23:45,,
CAJT_GHB601_BR1_LHR2,109.58,31.25,23:50,,
