Site Name,Average,StDev,Time,,
Section10410,354.00,21.46,15:10,,
Section10410,360.57,27.89,15:15,,
Section10410,366.04,20.49,15:20,,
Section10410,362.50,19.61,15:25,,
Section10410,363.92,19.49,15:30,,
Section10410,370.09,28.93,15:35,,
Section10410,366.50,21.29,15:40,,
Section10410,377.00,30.38,15:45,,
Section10410,367.85,18.69,15:50,,
Section10410,363.68,19.16,15:55,,
Section10410,377.69,23.87,16:00,,
Section10410,370.45,22.55,16:05,,
Section10410,374.08,22.23,16:10,,
Section10410,378.00,33.23,16:15,,
Section10410,399.69,40.50,16:20,,
Section10410,402.91,31.02,16:25,,
Section10410,406.04,38.45,16:30,,
Section10410,407.74,43.92,16:35,,
Section10410,399.24,35.35,16:40,,
Section10410,413.18,40.51,16:45,,
Section10410,420.54,35.45,16:50,,
Section10410,430.50,40.36,16:55,,
Section10410,416.23,41.47,17:00,,
Section10410,422.45,46.30,17:05,,
Section10410,423.69,49.75,17:10,,
Section10410,425.18,56.42,17:15,,
Section10410,432.92,41.53,17:20,,
Section10410,429.36,46.13,17:25,,
Section10410,423.36,44.04,17:30,,
Section10410,407.27,46.61,17:35,,
Section10410,408.24,34.21,17:40,,
Section10410,405.86,49.81,17:45,,
Section10410,400.76,33.87,17:50,,
Section10410,400.05,39.64,17:55,,
Section10410,388.80,60.00,18:00,,
Section10410,372.18,19.96,18:05,,
Section10410,378.60,70.90,18:10,,
Section10410,362.09,11.32,18:15,,
Section10410,389.00,118.39,18:20,,
Section10410,355.41,18.51,18:25,,
Section10410,360.68,24.14,18:30,,
Section10410,360.64,19.74,18:35,,
Section10410,349.31,18.72,18:40,,
Section10410,359.67,17.74,18:45,,
Section10410,361.68,25.40,18:50,,
Section10410,369.41,24.47,18:55,,
Section10410,356.56,22.13,19:00,,
Section10410,358.45,15.45,19:05,,
Section10410,346.40,18.21,19:10,,
Section10410,354.23,19.14,19:15,,
Section10410,353.68,15.98,19:20,,
Section10410,357.55,18.71,19:25,,
Section10410,348.65,19.50,19:30,,
Section10410,352.00,16.36,19:35,,
Section10410,343.08,14.38,19:40,,
Section10410,345.18,16.48,19:45,,
Section10410,342.36,19.21,19:50,,
Section10410,338.82,18.63,19:55,,
Section10410,342.52,22.44,20:00,,
Section10410,349.73,20.71,20:05,,
Section10410,347.20,23.93,20:10,,
Section10410,347.73,20.73,20:15,,
Section10410,337.24,18.92,20:20,,
Section10410,346.91,23.44,20:25,,
Section10410,341.76,24.03,20:30,,
Section10410,344.14,22.03,20:35,,
Section10410,338.56,25.71,20:40,,
Section10410,349.41,22.87,20:45,,
Section10410,340.16,21.76,20:50,,
Section10410,348.55,21.72,20:55,,
Section10410,338.52,20.34,21:00,,
Section10410,341.86,26.27,21:05,,
Section10410,344.16,14.81,21:10,,
Section10410,351.14,25.69,21:15,,
Section10410,338.16,18.35,21:20,,
Section10410,345.09,22.00,21:25,,
Section10410,340.40,21.01,21:30,,
Section10410,346.14,24.84,21:35,,
Section10410,339.64,22.13,21:40,,
Section10410,350.09,16.81,21:45,,
Section10410,345.36,17.57,21:50,,
Section10410,351.45,20.14,21:55,,
Section10410,338.04,20.77,22:00,,
Section10410,347.86,21.14,22:05,,
Section10410,334.32,19.11,22:10,,
Section10410,347.95,25.31,22:15,,
Section10410,338.52,15.22,22:20,,
Section10410,339.00,21.28,22:25,,
Section10410,337.28,22.05,22:30,,
Section10410,345.64,15.84,22:35,,
Section10410,333.96,14.85,22:40,,
Section10410,351.14,13.26,22:45,,
Section10410,336.42,13.22,22:50,,
Section10410,339.95,18.69,22:55,,
Section10410,335.88,23.03,23:00,,
Section10410,340.38,20.28,23:05,,
Section10410,341.19,22.54,23:10,,
Section10410,345.19,24.24,23:15,,
Section10410,338.81,20.32,23:20,,
Section10410,344.33,17.68,23:25,,
Section10410,337.42,24.58,23:30,,
Section10410,339.86,26.68,23:35,,
Section10410,331.54,18.01,23:40,,
Section10410,337.19,19.02,23:45,,
Section10410,330.23,21.22,23:50,,
Section10410,329.48,15.02,23:55,,
,,,,,
Section10455,651.96,49.60,00:00,,
Section10455,647.35,48.64,00:05,,
Section10455,665.00,59.71,00:10,,
Section10455,657.78,48.19,00:15,,
Section10455,661.28,59.82,00:20,,
Section10455,650.91,47.82,00:25,,
Section10455,665.60,52.86,00:30,,
Section10455,650.78,45.86,00:35,,
Section10455,674.60,56.89,00:40,,
Section10455,650.87,50.59,00:45,,
Section10455,668.44,48.38,00:50,,
Section10455,659.70,54.52,00:55,,
Section10455,679.95,54.71,01:00,,
Section10455,641.14,58.58,01:05,,
Section10455,667.36,52.33,01:10,,
Section10455,648.30,49.50,01:15,,
Section10455,672.72,71.34,01:20,,
Section10455,639.57,56.21,01:25,,
Section10455,660.64,62.52,01:30,,
Section10455,653.82,55.20,01:35,,
Section10455,670.12,58.80,01:40,,
Section10455,645.77,50.71,01:45,,
Section10455,661.16,65.09,01:50,,
Section10455,666.09,63.56,01:55,,
Section10455,672.74,59.92,02:00,,
Section10455,681.19,73.92,02:05,,
Section10455,683.67,57.54,02:10,,
Section10455,683.52,64.73,02:15,,
Section10455,688.04,68.25,02:20,,
Section10455,698.75,58.24,02:25,,
Section10455,697.23,55.13,02:30,,
Section10455,693.62,50.21,02:35,,
Section10455,699.73,55.95,02:40,,
Section10455,716.60,50.15,02:45,,
Section10455,706.16,60.23,02:50,,
Section10455,733.80,52.03,02:55,,
Section10455,702.77,42.19,03:00,,
Section10455,733.43,51.77,03:05,,
Section10455,707.96,45.65,03:10,,
Section10455,740.25,64.07,03:15,,
Section10455,699.15,63.48,03:20,,
Section10455,731.38,71.38,03:25,,
Section10455,681.70,67.86,03:30,,
Section10455,703.81,69.88,03:35,,
Section10455,675.89,71.52,03:40,,
Section10455,703.57,78.93,03:45,,
Section10455,671.26,63.58,03:50,,
Section10455,717.05,61.79,03:55,,
Section10455,671.67,57.63,04:00,,
Section10455,706.48,62.59,04:05,,
Section10455,657.59,60.63,04:10,,
Section10455,680.48,83.52,04:15,,
Section10455,671.85,64.11,04:20,,
Section10455,701.00,82.86,04:25,,
Section10455,670.37,67.25,04:30,,
Section10455,665.76,77.77,04:35,,
Section10455,638.30,69.81,04:40,,
Section10455,645.81,82.18,04:45,,
Section10455,623.04,48.92,04:50,,
Section10455,643.14,74.38,04:55,,
Section10455,646.67,61.09,05:00,,
Section10455,675.29,76.95,05:05,,
Section10455,665.52,84.58,05:10,,
Section10455,669.43,75.62,05:15,,
Section10455,683.59,61.44,05:20,,
Section10455,667.38,74.53,05:25,,
Section10455,689.26,48.49,05:30,,
Section10455,687.10,69.32,05:35,,
Section10455,686.54,70.93,05:40,,
Section10455,672.33,53.58,05:45,,
Section10455,677.18,70.35,05:50,,
Section10455,687.29,86.41,05:55,,
Section10455,658.89,71.18,06:00,,
Section10455,672.05,56.67,06:05,,
Section10455,664.78,71.99,06:10,,
Section10455,657.29,67.56,06:15,,
Section10455,687.11,59.31,06:20,,
Section10455,704.76,69.34,06:25,,
Section10455,692.04,53.14,06:30,,
Section10455,705.29,62.62,06:35,,
Section10455,700.04,53.33,06:40,,
Section10455,699.00,57.44,06:45,,
Section10455,720.04,35.11,06:50,,
Section10455,729.33,66.58,06:55,,
Section10455,740.21,53.56,07:00,,
Section10455,734.10,55.98,07:05,,
Section10455,751.54,48.90,07:10,,
Section10455,730.19,66.17,07:15,,
Section10455,784.21,63.84,07:20,,
Section10455,766.71,69.49,07:25,,
Section10455,813.57,90.05,07:30,,
Section10455,788.10,70.51,07:35,,
Section10455,863.86,130.16,07:40,,
Section10455,830.52,109.48,07:45,,
Section10455,914.29,183.92,07:50,,
Section10455,849.00,124.92,07:55,,
Section10455,948.75,223.54,08:00,,
Section10455,816.10,132.44,08:05,,
Section10455,945.71,245.94,08:10,,
Section10455,800.62,104.11,08:15,,
Section10455,898.57,264.04,08:20,,
Section10455,807.62,93.64,08:25,,
Section10455,811.67,128.65,08:30,,
Section10455,798.81,136.20,08:35,,
Section10455,821.82,243.23,08:40,,
Section10455,791.19,188.22,08:45,,
Section10455,782.32,155.93,08:50,,
Section10455,801.14,249.05,08:55,,
Section10455,764.52,127.81,09:00,,
Section10455,790.24,284.73,09:05,,
Section10455,736.46,79.50,09:10,,
Section10455,789.57,288.25,09:15,,
Section10455,735.68,62.51,09:20,,
Section10455,772.29,216.08,09:25,,
Section10455,727.18,58.96,09:30,,
Section10455,734.71,127.67,09:35,,
Section10455,725.43,52.97,09:40,,
Section10455,706.29,56.79,09:45,,
Section10455,716.43,52.19,09:50,,
Section10455,714.60,43.69,09:55,,
Section10455,733.50,63.36,10:00,,
Section10455,717.95,48.54,10:05,,
Section10455,712.75,61.19,10:10,,
Section10455,717.14,53.48,10:15,,
Section10455,741.04,161.56,10:20,,
Section10455,717.86,51.16,10:25,,
Section10455,733.85,52.65,10:30,,
Section10455,734.10,76.28,10:35,,
Section10455,721.85,51.74,10:40,,
Section10455,731.95,87.50,10:45,,
Section10455,714.71,37.57,10:50,,
Section10455,737.21,111.85,10:55,,
Section10455,727.31,55.26,11:00,,
Section10455,751.52,106.35,11:05,,
Section10455,722.19,41.27,11:10,,
Section10455,763.90,135.53,11:15,,
Section10455,715.85,41.50,11:20,,
Section10455,755.19,132.82,11:25,,
Section10455,718.41,55.90,11:30,,
Section10455,718.33,73.18,11:35,,
Section10455,709.19,49.90,11:40,,
Section10455,729.52,57.16,11:45,,
Section10455,724.78,60.74,11:50,,
Section10455,727.43,42.95,11:55,,
Section10455,698.63,37.15,12:00,,
Section10455,717.57,42.91,12:05,,
Section10455,720.96,50.45,12:10,,
Section10455,728.76,42.55,12:15,,
Section10455,717.61,39.61,12:20,,
Section10455,717.14,54.50,12:25,,
Section10455,714.36,45.38,12:30,,
Section10455,715.36,46.92,12:35,,
Section10455,718.59,40.86,12:40,,
Section10455,714.38,43.77,12:45,,
Section10455,724.00,42.22,12:50,,
Section10455,720.20,44.66,12:55,,
Section10455,711.64,46.73,13:00,,
Section10455,721.90,59.78,13:05,,
Section10455,735.14,62.00,13:10,,
Section10455,728.20,47.09,13:15,,
Section10455,732.43,44.54,13:20,,
Section10455,709.40,53.30,13:25,,
Section10455,745.14,61.45,13:30,,
Section10455,727.60,47.79,13:35,,
Section10455,729.64,103.90,13:40,,
Section10455,720.62,50.93,13:45,,
Section10455,763.00,111.14,13:50,,
Section10455,757.85,165.66,13:55,,
Section10455,749.36,144.75,14:00,,
Section10455,758.60,162.80,14:05,,
Section10455,754.71,131.69,14:10,,
Section10455,721.52,52.96,14:15,,
Section10455,758.48,155.24,14:20,,
Section10455,714.55,44.00,14:25,,
Section10455,756.32,143.55,14:30,,
Section10455,725.10,54.47,14:35,,
Section10455,732.50,119.75,14:40,,
Section10455,731.05,63.49,14:45,,
Section10455,737.07,45.79,14:50,,
Section10455,748.59,61.88,14:55,,
Section10455,735.74,51.75,15:00,,
Section10455,731.83,50.68,15:05,,
Section10455,739.43,58.20,15:10,,
Section10455,733.13,50.43,15:15,,
Section10455,738.58,55.12,15:20,,
Section10455,737.67,56.64,15:25,,
Section10455,735.22,44.64,15:30,,
Section10455,750.96,67.36,15:35,,
Section10455,745.44,69.53,15:40,,
Section10455,726.33,64.49,15:45,,
Section10455,726.64,45.10,15:50,,
Section10455,735.95,85.62,15:55,,
Section10455,733.60,51.38,16:00,,
Section10455,753.00,92.57,16:05,,
Section10455,734.56,57.11,16:10,,
Section10455,769.77,126.55,16:15,,
Section10455,758.54,70.83,16:20,,
Section10455,783.14,147.13,16:25,,
Section10455,776.12,83.54,16:30,,
Section10455,780.91,148.80,16:35,,
Section10455,761.20,83.09,16:40,,
Section10455,809.36,163.92,16:45,,
Section10455,786.46,104.98,16:50,,
Section10455,818.91,132.75,16:55,,
Section10455,800.88,103.60,17:00,,
Section10455,823.09,131.13,17:05,,
Section10455,829.38,144.08,17:10,,
Section10455,822.27,138.39,17:15,,
Section10455,842.12,157.76,17:20,,
Section10455,828.55,135.21,17:25,,
Section10455,835.48,168.44,17:30,,
Section10455,829.05,145.79,17:35,,
Section10455,819.56,170.73,17:40,,
Section10455,823.45,150.39,17:45,,
Section10455,800.40,177.09,17:50,,
Section10455,802.68,121.08,17:55,,
Section10455,771.88,112.17,18:00,,
Section10455,762.27,99.62,18:05,,
Section10455,741.96,114.95,18:10,,
Section10455,744.14,86.25,18:15,,
Section10455,737.04,70.54,18:20,,
Section10455,721.77,102.60,18:25,,
Section10455,705.08,64.06,18:30,,
Section10455,707.23,77.62,18:35,,
Section10455,693.50,32.68,18:40,,
Section10455,709.81,64.73,18:45,,
Section10455,695.04,41.97,18:50,,
Section10455,671.18,43.11,18:55,,
Section10455,688.44,50.73,19:00,,
Section10455,689.09,40.89,19:05,,
Section10455,695.24,61.69,19:10,,
Section10455,682.64,49.52,19:15,,
Section10455,685.56,45.69,19:20,,
Section10455,676.55,34.64,19:25,,
Section10455,671.77,31.94,19:30,,
Section10455,676.62,55.92,19:35,,
Section10455,670.76,47.16,19:40,,
Section10455,668.86,49.51,19:45,,
Section10455,666.92,60.33,19:50,,
Section10455,654.64,49.11,19:55,,
Section10455,667.76,70.96,20:00,,
Section10455,655.00,45.50,20:05,,
Section10455,652.56,50.34,20:10,,
Section10455,648.41,49.94,20:15,,
Section10455,648.96,44.04,20:20,,
Section10455,655.09,58.12,20:25,,
Section10455,658.04,53.07,20:30,,
Section10455,662.18,58.16,20:35,,
Section10455,675.04,55.30,20:40,,
Section10455,653.64,50.87,20:45,,
Section10455,652.20,34.25,20:50,,
Section10455,637.77,40.88,20:55,,
Section10455,642.52,48.55,21:00,,
Section10455,659.55,49.81,21:05,,
Section10455,654.96,40.90,21:10,,
Section10455,661.82,61.18,21:15,,
Section10455,646.64,43.76,21:20,,
Section10455,670.52,53.97,21:25,,
Section10455,628.52,39.70,21:30,,
Section10455,647.82,44.91,21:35,,
Section10455,636.64,37.07,21:40,,
Section10455,649.14,53.48,21:45,,
Section10455,642.88,45.12,21:50,,
Section10455,635.91,48.71,21:55,,
Section10455,641.64,30.52,22:00,,
Section10455,634.68,45.49,22:05,,
Section10455,645.68,51.86,22:10,,
Section10455,653.50,51.58,22:15,,
Section10455,651.24,46.67,22:20,,
Section10455,669.36,65.16,22:25,,
Section10455,649.56,53.60,22:30,,
Section10455,648.86,43.01,22:35,,
Section10455,641.44,52.90,22:40,,
Section10455,658.82,60.23,22:45,,
Section10455,655.62,41.55,22:50,,
Section10455,649.19,63.83,22:55,,
Section10455,664.50,55.59,23:00,,
Section10455,639.81,67.35,23:05,,
Section10455,664.96,62.05,23:10,,
Section10455,634.29,48.43,23:15,,
Section10455,664.50,63.67,23:20,,
Section10455,626.57,47.49,23:25,,
Section10455,649.69,64.65,23:30,,
Section10455,649.52,58.38,23:35,,
Section10455,646.08,44.30,23:40,,
Section10455,650.38,45.43,23:45,,
Section10455,641.42,40.87,23:50,,
Section10455,651.38,45.56,23:55,,
,,,,,
Section10456,"1,130.71",94.31,00:00,,
Section10456,"1,113.70",85.20,00:05,,
Section10456,"1,146.52",88.59,00:10,,
Section10456,"1,122.61",81.93,00:15,,
Section10456,"1,158.76",96.23,00:20,,
Section10456,"1,119.17",92.61,00:25,,
Section10456,"1,134.88",94.58,00:30,,
Section10456,"1,149.35",104.83,00:35,,
Section10456,"1,177.20",101.16,00:40,,
Section10456,"1,143.70",105.83,00:45,,
Section10456,"1,147.84",112.79,00:50,,
Section10456,"1,144.30",98.25,00:55,,
Section10456,"1,170.76",63.20,01:00,,
Section10456,"1,109.48",100.22,01:05,,
Section10456,"1,153.68",85.97,01:10,,
Section10456,"1,123.09",117.36,01:15,,
Section10456,"1,182.44",103.15,01:20,,
Section10456,"1,149.91",100.80,01:25,,
Section10456,"1,184.36",102.48,01:30,,
Section10456,"1,131.64",113.96,01:35,,
Section10456,"1,181.81",77.78,01:40,,
Section10456,"1,142.86",129.23,01:45,,
Section10456,"1,200.20",89.21,01:50,,
Section10456,"1,134.04",101.53,01:55,,
Section10456,"1,186.33",97.07,02:00,,
Section10456,"1,152.86",102.80,02:05,,
Section10456,"1,169.00",75.30,02:10,,
Section10456,"1,187.52",78.38,02:15,,
Section10456,"1,187.50",99.56,02:20,,
Section10456,"1,173.19",75.89,02:25,,
Section10456,"1,181.48",106.91,02:30,,
Section10456,"1,180.10",97.50,02:35,,
Section10456,"1,207.04",172.06,02:40,,
Section10456,"1,201.90",110.29,02:45,,
Section10456,"1,202.75",182.68,02:50,,
Section10456,"1,196.45",94.41,02:55,,
Section10456,"1,194.04",89.87,03:00,,
Section10456,"1,235.52",102.77,03:05,,
Section10456,"1,192.42",163.99,03:10,,
Section10456,"1,236.65",114.77,03:15,,
Section10456,"1,177.36",105.29,03:20,,
Section10456,"1,215.90",99.24,03:25,,
Section10456,"1,150.08",120.69,03:30,,
Section10456,"1,223.38",82.98,03:35,,
Section10456,"1,172.08",126.72,03:40,,
Section10456,"1,226.19",124.55,03:45,,
Section10456,"1,169.78",134.76,03:50,,
Section10456,"1,240.76",107.17,03:55,,
Section10456,"1,191.22",130.56,04:00,,
Section10456,"1,225.43",134.21,04:05,,
Section10456,"1,228.70",109.33,04:10,,
Section10456,"1,182.57",123.03,04:15,,
Section10456,"1,246.33",95.61,04:20,,
Section10456,"1,191.81",127.96,04:25,,
Section10456,"1,241.04",117.27,04:30,,
Section10456,"1,165.29",100.46,04:35,,
Section10456,"1,192.33",111.64,04:40,,
Section10456,"1,165.14",91.71,04:45,,
Section10456,"1,181.35",126.16,04:50,,
Section10456,"1,116.57",96.76,04:55,,
Section10456,"1,157.96",114.76,05:00,,
Section10456,"1,128.48",156.75,05:05,,
Section10456,"1,144.12",131.67,05:10,,
Section10456,"1,145.24",141.89,05:15,,
Section10456,"1,136.81",116.08,05:20,,
Section10456,"1,133.38",114.05,05:25,,
Section10456,"1,186.96",93.86,05:30,,
Section10456,"1,169.71",110.80,05:35,,
Section10456,"1,207.07",104.85,05:40,,
Section10456,"1,160.75",109.28,05:45,,
Section10456,"1,199.43",108.59,05:50,,
Section10456,"1,156.75",91.70,05:55,,
Section10456,"1,213.33",90.84,06:00,,
Section10456,"1,190.10",87.88,06:05,,
Section10456,"1,196.93",74.02,06:10,,
Section10456,"1,172.86",100.23,06:15,,
Section10456,"1,165.30",81.15,06:20,,
Section10456,"1,166.71",119.67,06:25,,
Section10456,"1,202.30",101.17,06:30,,
Section10456,"1,169.95",90.39,06:35,,
Section10456,"1,211.19",77.03,06:40,,
Section10456,"1,208.14",84.39,06:45,,
Section10456,"1,231.25",75.45,06:50,,
Section10456,"1,245.86",97.69,06:55,,
Section10456,"1,262.04",63.23,07:00,,
Section10456,"1,244.95",96.50,07:05,,
Section10456,"1,259.00",62.73,07:10,,
Section10456,"1,244.57",117.16,07:15,,
Section10456,"1,276.93",92.41,07:20,,
Section10456,"1,266.43",99.86,07:25,,
Section10456,"1,345.04",98.88,07:30,,
Section10456,"1,357.19",157.87,07:35,,
Section10456,"1,451.25",149.78,07:40,,
Section10456,"1,450.90",229.81,07:45,,
Section10456,"1,608.82",236.74,07:50,,
Section10456,"1,589.71",314.16,07:55,,
Section10456,"1,680.80",286.58,08:00,,
Section10456,"1,547.19",340.83,08:05,,
Section10456,"1,691.41",354.64,08:10,,
Section10456,"1,536.71",342.08,08:15,,
Section10456,"1,693.40",380.39,08:20,,
Section10456,"1,433.67",327.60,08:25,,
Section10456,"1,666.73",351.79,08:30,,
Section10456,"1,441.33",362.70,08:35,,
Section10456,"1,612.40",349.92,08:40,,
Section10456,"1,422.67",326.52,08:45,,
Section10456,"1,503.20",288.57,08:50,,
Section10456,"1,424.25",329.80,08:55,,
Section10456,"1,491.19",266.59,09:00,,
Section10456,"1,387.23",287.50,09:05,,
Section10456,"1,479.11",278.76,09:10,,
Section10456,"1,435.60",271.85,09:15,,
Section10456,"1,471.65",292.79,09:20,,
Section10456,"1,358.13",205.48,09:25,,
Section10456,"1,369.42",198.27,09:30,,
Section10456,"1,318.69",228.18,09:35,,
Section10456,"1,313.35",173.14,09:40,,
Section10456,"1,319.21",203.50,09:45,,
Section10456,"1,270.30",105.63,09:50,,
Section10456,"1,335.85",199.24,09:55,,
Section10456,"1,259.11",80.79,10:00,,
Section10456,"1,271.90",150.81,10:05,,
Section10456,"1,234.04",67.90,10:10,,
Section10456,"1,265.29",107.56,10:15,,
Section10456,"1,257.44",79.19,10:20,,
Section10456,"1,268.52",86.97,10:25,,
Section10456,"1,244.48",82.46,10:30,,
Section10456,"1,239.10",73.53,10:35,,
Section10456,"1,260.56",80.91,10:40,,
Section10456,"1,269.67",97.37,10:45,,
Section10456,"1,246.57",88.19,10:50,,
Section10456,"1,260.95",79.04,10:55,,
Section10456,"1,241.19",89.56,11:00,,
Section10456,"1,248.67",68.29,11:05,,
Section10456,"1,252.62",71.23,11:10,,
Section10456,"1,248.90",66.11,11:15,,
Section10456,"1,242.04",67.92,11:20,,
Section10456,"1,250.43",74.01,11:25,,
Section10456,"1,247.15",71.53,11:30,,
Section10456,"1,267.43",80.93,11:35,,
Section10456,"1,226.44",66.97,11:40,,
Section10456,"1,250.71",70.03,11:45,,
Section10456,"1,219.74",75.47,11:50,,
Section10456,"1,256.29",45.85,11:55,,
Section10456,"1,235.81",74.96,12:00,,
Section10456,"1,262.71",62.49,12:05,,
Section10456,"1,238.39",58.54,12:10,,
Section10456,"1,256.90",70.87,12:15,,
Section10456,"1,266.75",81.20,12:20,,
Section10456,"1,235.00",73.61,12:25,,
Section10456,"1,260.50",74.49,12:30,,
Section10456,"1,231.27",57.30,12:35,,
Section10456,"1,250.19",63.52,12:40,,
Section10456,"1,247.95",63.23,12:45,,
Section10456,"1,231.75",60.12,12:50,,
Section10456,"1,235.60",78.47,12:55,,
Section10456,"1,244.61",83.44,13:00,,
Section10456,"1,252.55",85.12,13:05,,
Section10456,"1,246.93",65.49,13:10,,
Section10456,"1,258.45",73.60,13:15,,
Section10456,"1,249.79",80.07,13:20,,
Section10456,"1,252.95",78.57,13:25,,
Section10456,"1,250.25",56.10,13:30,,
Section10456,"1,224.05",77.10,13:35,,
Section10456,"1,240.36",72.90,13:40,,
Section10456,"1,223.95",84.21,13:45,,
Section10456,"1,248.52",66.09,13:50,,
Section10456,"1,236.45",84.90,13:55,,
Section10456,"1,241.04",51.71,14:00,,
Section10456,"1,249.95",80.62,14:05,,
Section10456,"1,240.50",51.97,14:10,,
Section10456,"1,249.10",82.60,14:15,,
Section10456,"1,239.33",76.28,14:20,,
Section10456,"1,255.45",99.82,14:25,,
Section10456,"1,240.39",99.12,14:30,,
Section10456,"1,273.80",74.72,14:35,,
Section10456,"1,249.57",101.36,14:40,,
Section10456,"1,240.90",88.74,14:45,,
Section10456,"1,282.81",118.06,14:50,,
Section10456,"1,247.14",61.57,14:55,,
Section10456,"1,268.96",115.43,15:00,,
Section10456,"1,232.09",83.88,15:05,,
Section10456,"1,259.88",110.70,15:10,,
Section10456,"1,257.30",100.16,15:15,,
Section10456,"1,248.72",106.20,15:20,,
Section10456,"1,238.42",70.44,15:25,,
Section10456,"1,271.50",84.40,15:30,,
Section10456,"1,251.13",63.61,15:35,,
Section10456,"1,284.58",121.48,15:40,,
Section10456,"1,268.38",102.89,15:45,,
Section10456,"1,276.31",133.68,15:50,,
Section10456,"1,244.64",71.80,15:55,,
Section10456,"1,298.96",113.74,16:00,,
Section10456,"1,246.09",73.68,16:05,,
Section10456,"1,296.28",147.15,16:10,,
Section10456,"1,253.18",92.29,16:15,,
Section10456,"1,314.63",165.23,16:20,,
Section10456,"1,307.95",86.89,16:25,,
Section10456,"1,339.17",160.69,16:30,,
Section10456,"1,327.61",120.51,16:35,,
Section10456,"1,311.75",83.03,16:40,,
Section10456,"1,349.05",129.25,16:45,,
Section10456,"1,350.44",102.98,16:50,,
Section10456,"1,370.45",203.78,16:55,,
Section10456,"1,362.32",142.24,17:00,,
Section10456,"1,372.19",155.24,17:05,,
Section10456,"1,361.04",125.41,17:10,,
Section10456,"1,387.26",198.59,17:15,,
Section10456,"1,376.96",134.31,17:20,,
Section10456,"1,433.32",189.52,17:25,,
Section10456,"1,391.08",158.11,17:30,,
Section10456,"1,459.95",234.06,17:35,,
Section10456,"1,394.88",136.60,17:40,,
Section10456,"1,432.11",221.65,17:45,,
Section10456,"1,335.38",144.58,17:50,,
Section10456,"1,360.79",210.16,17:55,,
Section10456,"1,306.84",142.95,18:00,,
Section10456,"1,285.42",118.71,18:05,,
Section10456,"1,268.84",72.52,18:10,,
Section10456,"1,256.95",97.36,18:15,,
Section10456,"1,253.56",66.08,18:20,,
Section10456,"1,220.32",55.18,18:25,,
Section10456,"1,230.88",82.82,18:30,,
Section10456,"1,208.50",80.61,18:35,,
Section10456,"1,230.50",85.61,18:40,,
Section10456,"1,218.79",70.46,18:45,,
Section10456,"1,212.88",110.16,18:50,,
Section10456,"1,234.19",215.80,18:55,,
Section10456,"1,207.84",73.82,19:00,,
Section10456,"1,208.24",81.74,19:05,,
Section10456,"1,177.56",89.63,19:10,,
Section10456,"1,160.81",64.79,19:15,,
Section10456,"1,167.36",103.07,19:20,,
Section10456,"1,188.90",86.36,19:25,,
Section10456,"1,175.96",84.48,19:30,,
Section10456,"1,144.52",58.93,19:35,,
Section10456,"1,182.56",86.57,19:40,,
Section10456,"1,145.50",67.02,19:45,,
Section10456,"1,173.08",185.84,19:50,,
Section10456,"1,150.32",81.82,19:55,,
Section10456,"1,126.75",51.45,20:00,,
Section10456,"1,157.91",76.88,20:05,,
Section10456,"1,133.08",63.20,20:10,,
Section10456,"1,171.32",91.79,20:15,,
Section10456,"1,144.76",189.65,20:20,,
Section10456,"1,129.91",72.15,20:25,,
Section10456,"1,167.80",188.50,20:30,,
Section10456,"1,136.09",67.37,20:35,,
Section10456,"1,176.68",197.59,20:40,,
Section10456,"1,141.09",73.48,20:45,,
Section10456,"1,164.04",154.46,20:50,,
Section10456,"1,128.95",72.02,20:55,,
Section10456,"1,165.00",74.60,21:00,,
Section10456,"1,120.86",70.34,21:05,,
Section10456,"1,147.68",105.22,21:10,,
Section10456,"1,112.68",70.39,21:15,,
Section10456,"1,146.76",94.32,21:20,,
Section10456,"1,122.55",103.78,21:25,,
Section10456,"1,152.32",119.19,21:30,,
Section10456,"1,117.18",90.33,21:35,,
Section10456,"1,145.84",113.95,21:40,,
Section10456,"1,087.91",87.89,21:45,,
Section10456,"1,143.32",101.94,21:50,,
Section10456,"1,128.59",78.40,21:55,,
Section10456,"1,134.08",92.20,22:00,,
Section10456,"1,132.77",80.45,22:05,,
Section10456,"1,114.68",107.90,22:10,,
Section10456,"1,120.09",108.47,22:15,,
Section10456,"1,121.88",108.09,22:20,,
Section10456,"1,090.82",84.87,22:25,,
Section10456,"1,106.46",78.05,22:30,,
Section10456,"1,103.05",82.14,22:35,,
Section10456,"1,113.79",87.43,22:40,,
Section10456,"1,114.73",73.98,22:45,,
Section10456,"1,122.12",98.14,22:50,,
Section10456,"1,119.67",96.62,22:55,,
Section10456,"1,113.48",78.31,23:00,,
Section10456,"1,122.48",73.08,23:05,,
Section10456,"1,119.80",74.09,23:10,,
Section10456,"1,137.45",81.70,23:15,,
Section10456,"1,109.64",90.49,23:20,,
Section10456,"1,141.95",71.66,23:25,,
Section10456,"1,126.80",109.67,23:30,,
Section10456,"1,126.19",79.98,23:35,,
Section10456,"1,126.72",122.21,23:40,,
Section10456,"1,126.48",62.74,23:45,,
Section10456,"1,132.36",109.99,23:50,,
Section10456,"1,109.43",84.01,23:55,,
,,,,,
Section10473,"1,039.25",106.53,00:00,,
Section10473,"1,034.87",78.46,00:05,,
Section10473,"1,064.48",72.35,00:10,,
Section10473,"1,021.78",73.23,00:15,,
Section10473,"1,057.32",83.69,00:20,,
Section10473,"1,021.70",62.12,00:25,,
